YXDM,YXMC,SSDM,SSMC,BXLXDM,BXLXMC,XZLBDM,XZLBMC,SF211,SF985
14333,郑州升达经贸管理学院,41,河南省,32,民办高等学校,01,综合院校,否,否
14335,廊坊卫生职业学院,13,河北省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14336,山西青年职业学院,14,山西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14337,内蒙古能源职业学院,15,内蒙古自治区,32,民办高等学校,02,工科院校,否,否
14338,赤峰工业职业技术学院,15,内蒙古自治区,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14339,阿拉善职业技术学院,15,内蒙古自治区,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14340,延边职业技术学院,22,吉林省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14341,安徽长江职业学院,34,安徽省,32,民办高等学校,02,工科院校,否,否
14342,安徽扬子职业技术学院,34,安徽省,32,民办高等学校,01,综合院校,否,否
14343,济南护理职业学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14345,泰山护理职业学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14346,山东海事职业学院,37,山东省,32,民办高等学校,02,工科院校,否,否
14347,潍坊护理职业学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14348,河南机电职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14349,河南护理职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14350,许昌电气职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14351,信阳涉外职业技术学院,41,河南省,32,民办高等学校,01,综合院校,否,否
14352,鹤壁汽车工程职业学院,41,河南省,32,民办高等学校,02,工科院校,否,否
14353,南阳职业学院,41,河南省,32,民办高等学校,01,综合院校,否,否
14355,天门职业学院,42,湖北省,32,民办高等学校,01,综合院校,否,否
14356,湖北体育职业学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,10,体育院校,否,否
14357,襄阳汽车职业技术学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14358,长沙卫生职业学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14359,湖南食品药品职业学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14360,湖南有色金属职业技术学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14361,广东青年职业学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14362,广州东华职业学院,44,广东省,32,民办高等学校,01,综合院校,否,否
14363,广东创新科技职业学院,44,广东省,32,民办高等学校,01,综合院校,否,否
14365,重庆安全技术职业学院,50,重庆市,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14366,重庆公共运输职业学院,50,重庆市,32,民办高等学校,01,综合院校,否,否
14367,重庆艺术工程职业学院,50,重庆市,32,民办高等学校,11,艺术院校,否,否
14368,重庆轻工职业学院,50,重庆市,32,民办高等学校,01,综合院校,否,否
14369,重庆电信职业学院,50,重庆市,32,民办高等学校,01,综合院校,否,否
14370,重庆经贸职业学院,50,重庆市,32,民办高等学校,01,综合院校,否,否
14371,贵州盛华职业学院,52,贵州省,32,民办高等学校,01,综合院校,否,否
14372,昆明卫生职业学院,53,云南省,32,民办高等学校,05,医药院校,否,否
14373,云南现代职业技术学院,53,云南省,32,民办高等学校,01,综合院校,否,否
14375,甘肃有色冶金职业技术学院,62,甘肃省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14376,白银矿冶职业技术学院,62,甘肃省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14377,宁夏葡萄酒与防沙治沙职业技术学院,64,宁夏回族自治区,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14378,安徽黄梅戏艺术职业学院,34,安徽省,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
14379,潍坊工程职业学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,06,师范院校,否,否
14380,郑州商贸旅游职业学院,41,河南省,32,民办高等学校,01,综合院校,否,否
14381,云南旅游职业学院,53,云南省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14382,河南推拿职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14383,洛阳职业技术学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14385,沈阳北软信息职业技术学院,21,辽宁省,32,民办高等学校,01,综合院校,否,否
14386,四川三河职业学院,51,四川省,32,民办高等学校,01,综合院校,否,否
14387,内蒙古美术职业学院,15,内蒙古自治区,32,民办高等学校,11,艺术院校,否,否
14388,重庆第二师范学院,50,重庆市,12,普通高等学校:本科院校:学院,06,师范院校,否,否
14389,成都师范学院,51,四川省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
14390,陕西学前师范学院,61,陕西省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
14391,郑州幼儿师范高等专科学校,41,河南省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14392,安阳幼儿师范高等专科学校,41,河南省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14393,川北幼儿师范高等专科学校,51,四川省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14394,上海民航职业技术学院,31,上海市,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14395,北京卫生职业学院,11,北京市,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14396,河北轨道运输职业技术学院,13,河北省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14397,运城护理职业学院,14,山西省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14398,辽宁政法职业学院,21,辽宁省,14,普通高等学校:专科院校:高等职业学校,09,政法院校,否,否
14399,哈尔滨工程技术职业学院,23,黑龙江省,32,民办高等学校,01,综合院校,否,否
14400,齐齐哈尔理工职业学院,23,黑龙江省,32,民办高等学校,01,综合院校,否,否
14401,徐州生物工程职业技术学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14402,景德镇陶瓷职业技术学院,36,江西省,32,民办高等学校,01,综合院校,否,否
14403,共青科技职业学院,36,江西省,32,民办高等学校,01,综合院校,否,否
14405,郑州黄河护理职业学院,41,河南省,32,民办高等学校,05,医药院校,否,否
14406,湖南吉利汽车职业技术学院,43,湖南省,32,民办高等学校,01,综合院校,否,否
14407,广东舞蹈戏剧职业学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
14408,惠州卫生职业技术学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14409,四川卫生康复职业学院,51,四川省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14410,四川电影电视学院,51,四川省,32,民办高等学校,01,综合院校,否,否
14411,四川汽车职业技术学院,51,四川省,32,民办高等学校,01,综合院校,否,否
14412,贵州工商职业学院,52,贵州省,32,民办高等学校,01,综合院校,否,否
14413,红河卫生职业学院,53,云南省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14415,云南外事外语职业学院,53,云南省,32,民办高等学校,01,综合院校,否,否
14416,新疆体育职业技术学院,65,新疆维吾尔自治区,14,普通高等学校:专科院校:高等职业学校,10,体育院校,否,否
14417,新疆应用职业技术学院,65,新疆维吾尔自治区,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14418,安徽粮食工程职业学院,34,安徽省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14419,安徽人口职业学院,34,安徽省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14420,合肥科技职业学院,34,安徽省,32,民办高等学校,01,综合院校,否,否
14421,新疆师范高等专科学校,65,新疆维吾尔自治区,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14423,上海科技大学,31,上海市,11,普通高等学校:本科院校:大学,02,工科院校,否,否
14425,哈尔滨幼儿师范高等专科学校,23,黑龙江省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14426,吉林城市职业技术学院,22,吉林省,32,民办高等学校,01,综合院校,否,否
14427,广东信息工程职业学院,44,广东省,32,民办高等学校,01,综合院校,否,否
14428,重庆幼儿师范高等专科学校,50,重庆市,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14430,中国科学院大学,11,北京市,10,培养研究生的科研机构,15,自然科学研究机构,否,否
14431,浙江特殊教育职业学院,33,浙江省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14432,河北中医学院,13,河北省,12,普通高等学校:本科院校:学院,05,医药院校,否,否
14434,山西传媒学院,14,山西省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
14435,营口理工学院,21,辽宁省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
14436,江苏第二师范学院,32,江苏省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
14437,南昌师范学院,36,江西省,12,普通高等学校:本科院校:学院,06,师范院校,否,否
14438,山东管理学院,37,山东省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
14439,山东农业工程学院,37,山东省,12,普通高等学校:本科院校:学院,03,农业院校,否,否
14440,贵州理工学院,52,贵州省,12,普通高等学校:本科院校:学院,02,工科院校,否,否
14458,张家口学院,13,河北省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
14460,保定幼儿师范高等专科学校,13,河北省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14461,运城师范高等专科学校,14,山西省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14462,朔州师范高等专科学校,14,山西省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14463,内蒙古民族幼儿师范高等专科学校,15,内蒙古自治区,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14464,辽宁民族师范高等专科学校,21,辽宁省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14465,赣州师范高等专科学校,36,江西省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14466,河南医学高等专科学校,41,河南省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
14467,湖北幼儿师范高等专科学校,42,湖北省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14468,湖南幼儿师范高等专科学校,43,湖南省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14469,贵阳幼儿师范高等专科学校,52,贵州省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14470,铜仁幼儿师范高等专科学校,52,贵州省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14471,河北工艺美术职业学院,13,河北省,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
14472,渤海理工职业学院,13,河北省,32,民办高等学校,02,工科院校,否,否
14473,辽宁轻工职业学院,21,辽宁省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14474,辽宁水利职业学院,21,辽宁省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14475,江苏商贸职业学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
14476,江西水利职业学院,36,江西省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14477,菏泽职业学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14478,郑州财税金融职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
14479,南阳农业职业学院,41,河南省,14,普通高等学校:专科院校:高等职业学校,03,农业院校,否,否
14480,洛阳科技职业学院,41,河南省,32,民办高等学校,02,工科院校,否,否
14481,广西培贤国际职业学院,45,广西壮族自治区,32,民办高等学校,01,综合院校,否,否
14482,重庆文化艺术职业学院,50,重庆市,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
14483,巴中职业技术学院,51,四川省,32,民办高等学校,01,综合院校,否,否
14484,四川希望汽车职业学院,51,四川省,32,民办高等学校,02,工科院校,否,否
14485,四川电子机械职业技术学院,51,四川省,32,民办高等学校,02,工科院校,否,否
14486,四川文轩职业学院,51,四川省,32,民办高等学校,01,综合院校,否,否
14487,大理农林职业技术学院,53,云南省,14,普通高等学校:专科院校:高等职业学校,03,农业院校,否,否
14488,陕西艺术职业学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
14489,新疆铁道职业技术学院,65,新疆维吾尔自治区,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14490,闽江师范高等专科学校,35,福建省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14491,重庆服装工程职业学院,50,重庆市,32,民办高等学校,01,综合院校,否,否
14492,浙江安防职业技术学院,33,浙江省,14,普通高等学校:专科院校:高等职业学校,09,政法院校,否,否
14493,南通师范高等专科学校,32,江苏省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14494,宜春幼儿师范高等专科学校,36,江西省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14495,湘南幼儿师范高等专科学校,43,湖南省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14496,川南幼儿师范高等专科学校,51,四川省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14497,黔南民族幼儿师范高等专科学校,52,贵州省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14498,宁夏幼儿师范高等专科学校,64,宁夏回族自治区,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14499,毕节医学高等专科学校,52,贵州省,13,普通高等学校:专科院校:高等专科学校,05,医药院校,否,否
14500,吕梁职业技术学院,14,山西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14501,鄂尔多斯生态环境职业学院,15,内蒙古自治区,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14502,皖北卫生职业学院,34,安徽省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14503,泉州工程职业技术学院,35,福建省,32,民办高等学校,01,综合院校,否,否
14504,吉安职业技术学院,36,江西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14505,江西洪州职业学院,36,江西省,32,民办高等学校,01,综合院校,否,否
14506,山东艺术设计职业学院,37,山东省,32,民办高等学校,11,艺术院校,否,否
14507,威海海洋职业学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14508,湖南劳动人事职业学院,43,湖南省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14509,广东生态工程职业学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14510,惠州城市职业学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14511,广东碧桂园职业学院,44,广东省,32,民办高等学校,01,综合院校,否,否
14512,广西金融职业技术学院,45,广西壮族自治区,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14513,四川护理职业学院,51,四川省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14514,成都工业职业技术学院,51,四川省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14515,四川西南航空职业学院,51,四川省,32,民办高等学校,01,综合院校,否,否
14516,贵州建设职业技术学院,52,贵州省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14517,甘肃卫生职业学院,62,甘肃省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14518,兰州科技职业学院,62,甘肃省,32,民办高等学校,01,综合院校,否,否
14519,西宁城市职业技术学院,63,青海省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14520,青海高等职业技术学院,63,青海省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14521,青海柴达木职业技术学院,63,青海省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14522,宁夏艺术职业学院,64,宁夏回族自治区,14,普通高等学校:专科院校:高等职业学校,11,艺术院校,否,否
14523,新疆生产建设兵团兴新职业技术学院,65,新疆维吾尔自治区,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14524,哈密职业技术学院,65,新疆维吾尔自治区,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14525,新疆科技职业技术学院,65,新疆维吾尔自治区,32,民办高等学校,01,综合院校,否,否
14526,辽宁特殊教育师范高等专科学校,21,辽宁省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14527,山西工程技术学院,14,山西省,12,普通高等学校:本科院校:学院,01,综合院校,否,否
14528,扬州中瑞酒店职业学院,32,江苏省,32,民办高等学校,08,财经院校,否,否
14529,鹤壁能源化工职业学院,41,河南省,32,民办高等学校,02,工科院校,否,否
14530,平顶山文化艺术职业学院,41,河南省,32,民办高等学校,11,艺术院校,否,否
14531,内蒙古艺术学院,15,内蒙古自治区,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
14532,鄂尔多斯应用技术学院,15,内蒙古自治区,12,普通高等学校:本科院校:学院,01,综合院校,否,否
14533,公安边防部队高等专科学校,44,广东省,13,普通高等学校:专科院校:高等专科学校,09,政法院校,否,否
14534,公安消防部队高等专科学校,53,云南省,13,普通高等学校:专科院校:高等专科学校,09,政法院校,否,否
14535,浙江音乐学院,33,浙江省,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
14536,阜阳幼儿师范高等专科学校,34,安徽省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14537,江西师范高等专科学校,36,江西省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14538,毕节幼儿师范高等专科学校,52,贵州省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14539,扎兰屯职业学院,15,内蒙古自治区,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14540,黑龙江冰雪体育职业学院,23,黑龙江省,14,普通高等学校:专科院校:高等职业学校,10,体育院校,否,否
14541,江苏护理职业学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14542,江苏财会职业学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
14543,江苏城乡建设职业学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14544,南昌影视传播职业学院,36,江西省,32,民办高等学校,01,综合院校,否,否
14545,山东特殊教育职业学院,37,山东省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14546,广西中远职业学院,45,广西壮族自治区,32,民办高等学校,01,综合院校,否,否
14547,成都工贸职业技术学院,51,四川省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14548,四川应用技术职业学院,51,四川省,32,民办高等学校,01,综合院校,否,否
14549,贵州农业职业学院,52,贵州省,14,普通高等学校:专科院校:高等职业学校,03,农业院校,否,否
14550,云南财经职业学院,53,云南省,14,普通高等学校:专科院校:高等职业学校,08,财经院校,否,否
14551,庆阳职业技术学院,62,甘肃省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14552,临夏现代职业学院,62,甘肃省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14553,湖北铁道运输职业学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14554,武汉海事职业学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14555,武当职业学院,42,湖北省,32,民办高等学校,01,综合院校,否,否
14556,广东茂名健康职业学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14557,重庆资源与环境保护职业学院,50,重庆市,32,民办高等学校,01,综合院校,否,否
14558,贵州工程职业学院,52,贵州省,32,民办高等学校,01,综合院校,否,否
14559,贵州工贸职业学院,52,贵州省,32,民办高等学校,01,综合院校,否,否
14560,哈尔滨音乐学院,23,黑龙江省,12,普通高等学校:本科院校:学院,11,艺术院校,否,否
14567,吉林职业技术学院,22,吉林省,32,民办高等学校,01,综合院校,否,否
14568,江苏航空职业技术学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14569,赣南卫生健康职业学院,36,江西省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14570,烟台黄金职业学院,37,山东省,32,民办高等学校,02,工科院校,否,否
14571,荆门职业学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14572,广东酒店管理职业技术学院,44,广东省,32,民办高等学校,08,财经院校,否,否
14573,玉柴职业技术学院,45,广西壮族自治区,32,民办高等学校,01,综合院校,否,否
14574,广西蓝天航空职业学院,45,广西壮族自治区,32,民办高等学校,01,综合院校,否,否
14575,海南体育职业技术学院,46,海南省,14,普通高等学校:专科院校:高等职业学校,10,体育院校,否,否
14576,重庆护理职业学院,50,重庆市,32,民办高等学校,05,医药院校,否,否
14577,贵州水利水电职业技术学院,52,贵州省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14578,贵州电子商务职业技术学院,52,贵州省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14579,贵州应用技术职业学院,52,贵州省,32,民办高等学校,02,工科院校,否,否
14580,贵州电子科技职业学院,52,贵州省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14581,昆明铁道职业技术学院,53,云南省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14582,昭通卫生职业学院,53,云南省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14583,大理护理职业学院,53,云南省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14584,云南水利水电职业学院,53,云南省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14585,吐鲁番职业技术学院,65,新疆维吾尔自治区,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14586,唐山幼儿师范高等专科学校,13,河北省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14587,广东茂名幼儿师范专科学校,44,广东省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
14588,北京网络职业学院,11,北京市,32,民办高等学校,01,综合院校,否,否
14589,江苏安全技术职业学院,32,江苏省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
14590,武汉铁路桥梁职业学院,42,湖北省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14591,武汉光谷职业学院,42,湖北省,32,民办高等学校,01,综合院校,否,否
14592,广州卫生职业技术学院,44,广东省,14,普通高等学校:专科院校:高等职业学校,05,医药院校,否,否
14593,甘肃能源化工职业学院,62,甘肃省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14594,兰州现代职业学院,62,甘肃省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
14595,平凉职业技术学院,62,甘肃省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
15335,长春师范高等专科学校,22,吉林省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
15466,盐城幼儿师范高等专科学校,32,江苏省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
15583,苏州幼儿师范高等专科学校,32,江苏省,13,普通高等学校:专科院校:高等专科学校,06,师范院校,否,否
16301,宁波诺丁汉大学,33,浙江省,32,民办高等学校,01,综合院校,否,否
16401,北京师范大学-香港浸会大学联合国际学院,44,广东省,32,民办高等学校,01,综合院校,否,否
16403,西交利物浦大学,32,江苏省,32,民办高等学校,01,综合院校,否,否
16404,上海纽约大学,31,上海市,32,民办高等学校,01,综合院校,否,否
16405,温州肯恩大学,33,浙江省,32,民办高等学校,01,综合院校,否,否
16407,香港中文大学(深圳),44,广东省,32,民办高等学校,01,综合院校,否,否
16408,浙江舟山群岛新区旅游与健康职业学院,33,浙江省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
18213,哈尔滨工业大学(威海),37,山东省,12,普通高等学校:本科院校:学院,01,综合院校,是,是
19414,中国石油大学(北京)克拉玛依校区,65,新疆维吾尔自治区,21,高等学校分校,02,工科院校,否,否
19422,山东大学威海分校,37,山东省,11,普通高等学校:本科院校:大学,01,综合院校,是,是
50001,北京市海淀区职工大学,11,北京市,41,成人高等学校,01,综合院校,否,否
50002,北京市东城区职工业余大学,11,北京市,41,成人高等学校,01,综合院校,否,否
50004,北京市东城区职工大学,11,北京市,41,成人高等学校,01,综合院校,否,否
50005,北京宣武红旗业余大学,11,北京市,41,成人高等学校,01,综合院校,否,否
50006,北京市石景山区业余大学,11,北京市,41,成人高等学校,01,综合院校,否,否
50007,北京市朝阳区职工大学,11,北京市,41,成人高等学校,01,综合院校,否,否
50018,北京医药集团职工大学,11,北京市,41,成人高等学校,01,综合院校,否,否
50021,北京市建设职工大学,11,北京市,41,成人高等学校,02,工科院校,否,否
50025,北京市总工会职工大学,11,北京市,41,成人高等学校,01,综合院校,否,否
50028,北京警察学院,11,北京市,12,普通高等学校:本科院校:学院,09,政法院校,否,否
50033,上海科技管理干部学院,31,上海市,43,管理干部学院,02,工科院校,否,否
50046,武汉市广播电视大学,42,湖北省,46,广播电视大学,01,综合院校,否,否
50061,北京教育学院,11,北京市,44,教育学院,06,师范院校,否,否
50063,天津市和平区新华职工大学,12,天津市,41,成人高等学校,01,综合院校,否,否
50064,天津市河西区职工大学,12,天津市,41,成人高等学校,01,综合院校,否,否
50065,天津市河东区职工大学,12,天津市,41,成人高等学校,01,综合院校,否,否
50066,天津市红桥区职工大学,12,天津市,41,成人高等学校,01,综合院校,否,否
50068,天津市南开区职工大学,12,天津市,41,成人高等学校,01,综合院校,否,否
50070,天津市建筑工程职工大学,12,天津市,41,成人高等学校,02,工科院校,否,否
50073,天津市职工经济技术大学,12,天津市,41,成人高等学校,08,财经院校,否,否
50075,广州金桥管理干部学院,44,广东省,43,管理干部学院,01,综合院校,否,否
50079,南海成人学院,44,广东省,41,成人高等学校,01,综合院校,否,否
50081,四川科技职工大学,51,四川省,41,成人高等学校,02,工科院校,否,否
50083,陕西航天职工大学,61,陕西省,41,成人高等学校,02,工科院校,否,否
50084,陕西机电职业技术学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,02,工科院校,否,否
50085,陕西青年职业学院,61,陕西省,14,普通高等学校:专科院校:高等职业学校,01,综合院校,否,否
50095,天津市渤海化工职工学院,12,天津市,41,成人高等学校,02,工科院校,否,否
50121,天津市管理干部学院,12,天津市,43,管理干部学院,01,综合院校,否,否
50139,河北地质职工大学,13,河北省,41,成人高等学校,02,工科院校,否,否
50151,江西行政管理干部学院,36,江西省,43,管理干部学院,09,政法院校,否,否
50162,太原化学工业公司职工大学,14,山西省,41,成人高等学校,02,工科院校,否,否
50163,山西机电职工学院,14,山西省,41,成人高等学校,02,工科院校,否,否
50164,太原钢铁公司职工钢铁学院,14,山西省,41,成人高等学校,02,工科院校,否,否
50166,山西职工医学院,14,山西省,41,成人高等学校,05,医药院校,否,否
50167,山西煤炭职工联合大学,14,山西省,41,成人高等学校,02,工科院校,否,否
50169,山西兵器工业职工大学,14,山西省,41,成人高等学校,02,工科院校,否,否
50175,山西省职工工艺美术学院,14,山西省,41,成人高等学校,02,工科院校,否,否
50197,山西省吕梁地区教育学院,14,山西省,44,教育学院,06,师范院校,否,否
50204,包头市职工大学,15,内蒙古自治区,41,成人高等学校,01,综合院校,否,否
50226,长春职工大学,22,吉林省,41,成人高等学校,01,综合院校,否,否
50229,长春市建筑职工业余大学,22,吉林省,41,成人高等学校,02,工科院校,否,否
50230,吉林省直属机关业余大学,22,吉林省,41,成人高等学校,01,综合院校,否,否
50232,长春职工医科大学,22,吉林省,41,成人高等学校,05,医药院校,否,否
50236,吉林化学工业公司职工大学,22,吉林省,41,成人高等学校,02,工科院校,否,否
50238,吉林职工医科大学,22,吉林省,41,成人高等学校,05,医药院校,否,否
50242,通化市职工大学,22,吉林省,41,成人高等学校,01,综合院校,否,否
50243,通化钢铁公司职工大学,22,吉林省,41,成人高等学校,02,工科院校,否,否
