ID,GJ,SF,SFDM,CS,CSDM,XQ,XQDM,YZBM
1542,中华人民共和国,山东省,370000,菏泽市,371700,单县,371722,274300
1543,中华人民共和国,山东省,370000,菏泽市,371700,成武县,371723,274200
1544,中华人民共和国,山东省,370000,菏泽市,371700,巨野县,371724,274900
1545,中华人民共和国,山东省,370000,菏泽市,371700,郓城县,371725,274700
1546,中华人民共和国,山东省,370000,菏泽市,371700,鄄城县,371726,274600
1547,中华人民共和国,山东省,370000,菏泽市,371700,定陶县,371727,274100
1548,中华人民共和国,山东省,370000,菏泽市,371700,东明县,371728,274500
1549,中华人民共和国,山东省,370000,菏泽市,371700,其它区,371729,274000
1550,中华人民共和国,河南省,410000,郑州市,410100,中原区,410102,450007
1551,中华人民共和国,河南省,410000,郑州市,410100,二七区,410103,450000
1552,中华人民共和国,河南省,410000,郑州市,410100,管城回族区,410104,450000
1553,中华人民共和国,河南省,410000,郑州市,410100,金水区,410105,450003
1554,中华人民共和国,河南省,410000,郑州市,410100,上街区,410106,450041
1555,中华人民共和国,河南省,410000,郑州市,410100,惠济区,410108,450053
1556,中华人民共和国,河南省,410000,郑州市,410100,中牟县,410122,451450
1557,中华人民共和国,河南省,410000,郑州市,410100,巩义市,410181,451200
1558,中华人民共和国,河南省,410000,郑州市,410100,荥阳市,410182,450100
1559,中华人民共和国,河南省,410000,郑州市,410100,新密市,410183,452300
1560,中华人民共和国,河南省,410000,郑州市,410100,新郑市,410184,451150
1561,中华人民共和国,河南省,410000,郑州市,410100,登封市,410185,452470
1562,中华人民共和国,河南省,410000,郑州市,410100,郑东新区,410186,450000
1563,中华人民共和国,河南省,410000,郑州市,410100,高新区,410187,450000
1564,中华人民共和国,河南省,410000,郑州市,410100,其它区,410188,450000
1565,中华人民共和国,河南省,410000,开封市,410200,龙亭区,410202,475100
1566,中华人民共和国,河南省,410000,开封市,410200,顺河回族区,410203,475000
1567,中华人民共和国,河南省,410000,开封市,410200,鼓楼区,410204,475000
1568,中华人民共和国,河南省,410000,开封市,410200,禹王台区,410205,475003
1569,中华人民共和国,河南省,410000,开封市,410200,金明区,410211,475002
1570,中华人民共和国,河南省,410000,开封市,410200,杞县,410221,475200
1571,中华人民共和国,河南省,410000,开封市,410200,通许县,410222,475400
1572,中华人民共和国,河南省,410000,开封市,410200,尉氏县,410223,475500
1573,中华人民共和国,河南省,410000,开封市,410200,开封县,410224,475100
1574,中华人民共和国,河南省,410000,开封市,410200,兰考县,410225,475300
1575,中华人民共和国,河南省,410000,开封市,410200,其它区,410226,475000
1576,中华人民共和国,河南省,410000,洛阳市,410300,老城区,410302,471002
1577,中华人民共和国,河南省,410000,洛阳市,410300,西工区,410303,471000
1578,中华人民共和国,河南省,410000,洛阳市,410300,瀍河回族区,410304,471002
1579,中华人民共和国,河南省,410000,洛阳市,410300,涧西区,410305,471003
1580,中华人民共和国,河南省,410000,洛阳市,410300,吉利区,410306,471012
1581,中华人民共和国,河南省,410000,洛阳市,410300,洛龙区,410307,471000
1582,中华人民共和国,河南省,410000,洛阳市,410300,孟津县,410322,471100
1583,中华人民共和国,河南省,410000,洛阳市,410300,新安县,410323,471800
1584,中华人民共和国,河南省,410000,洛阳市,410300,栾川县,410324,471500
1585,中华人民共和国,河南省,410000,洛阳市,410300,嵩县,410325,471400
1586,中华人民共和国,河南省,410000,洛阳市,410300,汝阳县,410326,471200
1587,中华人民共和国,河南省,410000,洛阳市,410300,宜阳县,410327,471600
1588,中华人民共和国,河南省,410000,洛阳市,410300,洛宁县,410328,471700
1589,中华人民共和国,河南省,410000,洛阳市,410300,伊川县,410329,471300
1590,中华人民共和国,河南省,410000,洛阳市,410300,偃师市,410381,471900
2268,中华人民共和国,河南省,410000,洛阳市,410300,高新区,471004,471000
2269,中华人民共和国,河南省,410000,洛阳市,410300,其它区,471005,471000
1591,中华人民共和国,河南省,410000,平顶山市,410400,新华区,410402,467002
1592,中华人民共和国,河南省,410000,平顶山市,410400,卫东区,410403,467021
1593,中华人民共和国,河南省,410000,平顶山市,410400,石龙区,410404,467045
1594,中华人民共和国,河南省,410000,平顶山市,410400,湛河区,410411,467000
1595,中华人民共和国,河南省,410000,平顶山市,410400,宝丰县,410421,467400
1596,中华人民共和国,河南省,410000,平顶山市,410400,叶县,410422,467200
1597,中华人民共和国,河南省,410000,平顶山市,410400,鲁山县,410423,467300
1598,中华人民共和国,河南省,410000,平顶山市,410400,郏县,410425,467100
1599,中华人民共和国,河南省,410000,平顶山市,410400,舞钢市,410481,462500
1600,中华人民共和国,河南省,410000,平顶山市,410400,汝州市,410482,467500
1601,中华人民共和国,河南省,410000,平顶山市,410400,其它区,410483,467000
1602,中华人民共和国,河南省,410000,安阳市,410500,文峰区,410502,455000
1603,中华人民共和国,河南省,410000,安阳市,410500,北关区,410503,455001
1604,中华人民共和国,河南省,410000,安阳市,410500,殷都区,410505,455004
1605,中华人民共和国,河南省,410000,安阳市,410500,龙安区,410506,455001
1606,中华人民共和国,河南省,410000,安阳市,410500,安阳县,410522,455100
1607,中华人民共和国,河南省,410000,安阳市,410500,汤阴县,410523,456150
1608,中华人民共和国,河南省,410000,安阳市,410500,滑县,410526,456400
1609,中华人民共和国,河南省,410000,安阳市,410500,内黄县,410527,456300
1610,中华人民共和国,河南省,410000,安阳市,410500,林州市,410581,456500
1611,中华人民共和国,河南省,410000,安阳市,410500,其它区,410582,455000
1612,中华人民共和国,河南省,410000,鹤壁市,410600,鹤山区,410602,458010
1613,中华人民共和国,河南省,410000,鹤壁市,410600,山城区,410603,458000
1614,中华人民共和国,河南省,410000,鹤壁市,410600,淇滨区,410611,458030
1615,中华人民共和国,河南省,410000,鹤壁市,410600,浚县,410621,456250
1616,中华人民共和国,河南省,410000,鹤壁市,410600,淇县,410622,456750
1617,中华人民共和国,河南省,410000,鹤壁市,410600,其它区,410623,458000
1618,中华人民共和国,河南省,410000,新乡市,410700,红旗区,410702,453000
1619,中华人民共和国,河南省,410000,新乡市,410700,卫滨区,410703,453000
1620,中华人民共和国,河南省,410000,新乡市,410700,凤泉区,410704,453011
1621,中华人民共和国,河南省,410000,新乡市,410700,牧野区,410711,453002
1622,中华人民共和国,河南省,410000,新乡市,410700,新乡县,410721,453700
1623,中华人民共和国,河南省,410000,新乡市,410700,获嘉县,410724,453800
1624,中华人民共和国,河南省,410000,新乡市,410700,原阳县,410725,453500
1625,中华人民共和国,河南省,410000,新乡市,410700,延津县,410726,453200
1626,中华人民共和国,河南省,410000,新乡市,410700,封丘县,410727,453300
1627,中华人民共和国,河南省,410000,新乡市,410700,长垣县,410728,453400
1628,中华人民共和国,河南省,410000,新乡市,410700,卫辉市,410781,453100
1629,中华人民共和国,河南省,410000,新乡市,410700,辉县市,410782,453600
1630,中华人民共和国,河南省,410000,新乡市,410700,其它区,410783,453000
1631,中华人民共和国,河南省,410000,焦作市,410800,解放区,410802,454000
1632,中华人民共和国,河南省,410000,焦作市,410800,中站区,410803,454191
1633,中华人民共和国,河南省,410000,焦作市,410800,马村区,410804,454171
1634,中华人民共和国,河南省,410000,焦作市,410800,山阳区,410811,454002
1635,中华人民共和国,河南省,410000,焦作市,410800,修武县,410821,454350
1636,中华人民共和国,河南省,410000,焦作市,410800,博爱县,410822,454450
1637,中华人民共和国,河南省,410000,焦作市,410800,武陟县,410823,454950
1638,中华人民共和国,河南省,410000,焦作市,410800,温县,410825,454850
1639,中华人民共和国,河南省,410000,焦作市,410800,沁阳市,410882,454550
1640,中华人民共和国,河南省,410000,焦作市,410800,孟州市,410883,454750
1641,中华人民共和国,河南省,410000,焦作市,410800,其它区,410884,454150
1642,中华人民共和国,河南省,410000,濮阳市,410900,华龙区,410902,457001
1643,中华人民共和国,河南省,410000,濮阳市,410900,清丰县,410922,457300
1644,中华人民共和国,河南省,410000,濮阳市,410900,南乐县,410923,457400
1645,中华人民共和国,河南省,410000,濮阳市,410900,范县,410926,457500
1646,中华人民共和国,河南省,410000,濮阳市,410900,台前县,410927,457600
1647,中华人民共和国,河南省,410000,濮阳市,410900,濮阳县,410928,457100
1648,中华人民共和国,河南省,410000,濮阳市,410900,其它区,410929,457000
1649,中华人民共和国,河南省,410000,许昌市,411000,魏都区,411002,461000
1650,中华人民共和国,河南省,410000,许昌市,411000,许昌县,411023,461100
1651,中华人民共和国,河南省,410000,许昌市,411000,鄢陵县,411024,461200
1652,中华人民共和国,河南省,410000,许昌市,411000,襄城县,411025,461700
1653,中华人民共和国,河南省,410000,许昌市,411000,禹州市,411081,461670
1654,中华人民共和国,河南省,410000,许昌市,411000,长葛市,411082,461500
1655,中华人民共和国,河南省,410000,许昌市,411000,其它区,411083,461000
1656,中华人民共和国,河南省,410000,漯河市,411100,源汇区,411102,462000
1657,中华人民共和国,河南省,410000,漯河市,411100,郾城区,411103,462300
1658,中华人民共和国,河南省,410000,漯河市,411100,召陵区,411104,462300
1659,中华人民共和国,河南省,410000,漯河市,411100,舞阳县,411121,462400
1660,中华人民共和国,河南省,410000,漯河市,411100,临颍县,411122,462600
1661,中华人民共和国,河南省,410000,漯河市,411100,其它区,411123,462000
1662,中华人民共和国,河南省,410000,三门峡市,411200,湖滨区,411202,472000
1663,中华人民共和国,河南省,410000,三门峡市,411200,渑池县,411221,472400
1664,中华人民共和国,河南省,410000,三门峡市,411200,陕县,411222,472100
1665,中华人民共和国,河南省,410000,三门峡市,411200,卢氏县,411224,472200
1666,中华人民共和国,河南省,410000,三门峡市,411200,义马市,411281,472300
1667,中华人民共和国,河南省,410000,三门峡市,411200,灵宝市,411282,472500
1668,中华人民共和国,河南省,410000,三门峡市,411200,其它区,411283,472000
1669,中华人民共和国,河南省,410000,南阳市,411300,宛城区,411302,473001
1670,中华人民共和国,河南省,410000,南阳市,411300,卧龙区,411303,473003
1671,中华人民共和国,河南省,410000,南阳市,411300,南召县,411321,474650
1672,中华人民共和国,河南省,410000,南阳市,411300,方城县,411322,473200
1673,中华人民共和国,河南省,410000,南阳市,411300,西峡县,411323,474550
1674,中华人民共和国,河南省,410000,南阳市,411300,镇平县,411324,474250
1675,中华人民共和国,河南省,410000,南阳市,411300,内乡县,411325,474350
1676,中华人民共和国,河南省,410000,南阳市,411300,淅川县,411326,474450
1677,中华人民共和国,河南省,410000,南阳市,411300,社旗县,411327,473300
1678,中华人民共和国,河南省,410000,南阳市,411300,唐河县,411328,473400
1679,中华人民共和国,河南省,410000,南阳市,411300,新野县,411329,473500
1680,中华人民共和国,河南省,410000,南阳市,411300,桐柏县,411330,474750
1681,中华人民共和国,河南省,410000,南阳市,411300,邓州市,411381,474150
1682,中华人民共和国,河南省,410000,南阳市,411300,其它区,411382,473000
1683,中华人民共和国,河南省,410000,商丘市,411400,梁园区,411402,476000
1684,中华人民共和国,河南省,410000,商丘市,411400,睢阳区,411403,476100
1685,中华人民共和国,河南省,410000,商丘市,411400,民权县,411421,476800
1686,中华人民共和国,河南省,410000,商丘市,411400,睢县,411422,476900
1687,中华人民共和国,河南省,410000,商丘市,411400,宁陵县,411423,476700
1688,中华人民共和国,河南省,410000,商丘市,411400,柘城县,411424,476200
1689,中华人民共和国,河南省,410000,商丘市,411400,虞城县,411425,476300
1690,中华人民共和国,河南省,410000,商丘市,411400,夏邑县,411426,476400
1691,中华人民共和国,河南省,410000,商丘市,411400,永城市,411481,476600
1692,中华人民共和国,河南省,410000,商丘市,411400,其它区,411482,476000
1693,中华人民共和国,河南省,410000,信阳市,411500,浉河区,411502,464000
1694,中华人民共和国,河南省,410000,信阳市,411500,平桥区,411503,464100
1695,中华人民共和国,河南省,410000,信阳市,411500,罗山县,411521,464200
1696,中华人民共和国,河南省,410000,信阳市,411500,光山县,411522,465450
1697,中华人民共和国,河南省,410000,信阳市,411500,新县,411523,465550
1698,中华人民共和国,河南省,410000,信阳市,411500,商城县,411524,465350
1699,中华人民共和国,河南省,410000,信阳市,411500,固始县,411525,465200
1700,中华人民共和国,河南省,410000,信阳市,411500,潢川县,411526,465150
1701,中华人民共和国,河南省,410000,信阳市,411500,淮滨县,411527,464400
1702,中华人民共和国,河南省,410000,信阳市,411500,息县,411528,464300
1703,中华人民共和国,河南省,410000,信阳市,411500,其它区,411529,464000
1704,中华人民共和国,河南省,410000,周口市,411600,川汇区,411602,466000
1705,中华人民共和国,河南省,410000,周口市,411600,扶沟县,411621,461300
1706,中华人民共和国,河南省,410000,周口市,411600,西华县,411622,466600
1707,中华人民共和国,河南省,410000,周口市,411600,商水县,411623,466100
1708,中华人民共和国,河南省,410000,周口市,411600,沈丘县,411624,466300
1709,中华人民共和国,河南省,410000,周口市,411600,郸城县,411625,477150
1710,中华人民共和国,河南省,410000,周口市,411600,淮阳县,411626,466700
1711,中华人民共和国,河南省,410000,周口市,411600,太康县,411627,475400
1712,中华人民共和国,河南省,410000,周口市,411600,鹿邑县,411628,477200
1713,中华人民共和国,河南省,410000,周口市,411600,项城市,411681,466200
1714,中华人民共和国,河南省,410000,周口市,411600,其它区,411682,466000
1715,中华人民共和国,河南省,410000,驻马店市,411700,驿城区,411702,463000
1716,中华人民共和国,河南省,410000,驻马店市,411700,西平县,411721,463900
1717,中华人民共和国,河南省,410000,驻马店市,411700,上蔡县,411722,463800
1718,中华人民共和国,河南省,410000,驻马店市,411700,平舆县,411723,463400
1719,中华人民共和国,河南省,410000,驻马店市,411700,正阳县,411724,463600
1720,中华人民共和国,河南省,410000,驻马店市,411700,确山县,411725,463200
1721,中华人民共和国,河南省,410000,驻马店市,411700,泌阳县,411726,463700
1722,中华人民共和国,河南省,410000,驻马店市,411700,汝南县,411727,463300
1723,中华人民共和国,河南省,410000,驻马店市,411700,遂平县,411728,463100
1724,中华人民共和国,河南省,410000,驻马店市,411700,新蔡县,411729,463500
1725,中华人民共和国,河南省,410000,驻马店市,411700,其它区,411730,463000
1726,中华人民共和国,湖北省,420000,武汉市,420100,江岸区,420102,430014
1727,中华人民共和国,湖北省,420000,武汉市,420100,江汉区,420103,430015
1728,中华人民共和国,湖北省,420000,武汉市,420100,硚口区,420104,430033
1729,中华人民共和国,湖北省,420000,武汉市,420100,汉阳区,420105,430050
1730,中华人民共和国,湖北省,420000,武汉市,420100,武昌区,420106,430061
1731,中华人民共和国,湖北省,420000,武汉市,420100,青山区,420107,430080
1732,中华人民共和国,湖北省,420000,武汉市,420100,洪山区,420111,430070
1733,中华人民共和国,湖北省,420000,武汉市,420100,东西湖区,420112,430040
1734,中华人民共和国,湖北省,420000,武汉市,420100,汉南区,420113,430090
1735,中华人民共和国,湖北省,420000,武汉市,420100,蔡甸区,420114,430100
1736,中华人民共和国,湖北省,420000,武汉市,420100,江夏区,420115,430200
1737,中华人民共和国,湖北省,420000,武汉市,420100,黄陂区,420116,430300
1738,中华人民共和国,湖北省,420000,武汉市,420100,新洲区,420117,431400
1739,中华人民共和国,湖北省,420000,武汉市,420100,其它区,420118,430000
1740,中华人民共和国,湖北省,420000,黄石市,420200,黄石港区,420202,435002
1741,中华人民共和国,湖北省,420000,黄石市,420200,西塞山区,420203,435001
1742,中华人民共和国,湖北省,420000,黄石市,420200,下陆区,420204,435004
1743,中华人民共和国,湖北省,420000,黄石市,420200,铁山区,420205,435006
1744,中华人民共和国,湖北省,420000,黄石市,420200,阳新县,420222,435200
1745,中华人民共和国,湖北省,420000,黄石市,420200,大冶市,420281,435100
1746,中华人民共和国,湖北省,420000,黄石市,420200,其它区,420282,435000
1747,中华人民共和国,湖北省,420000,十堰市,420300,茅箭区,420302,442012
1748,中华人民共和国,湖北省,420000,十堰市,420300,张湾区,420303,442001
1749,中华人民共和国,湖北省,420000,十堰市,420300,郧县,420321,442500
1750,中华人民共和国,湖北省,420000,十堰市,420300,郧西县,420322,442600
1751,中华人民共和国,湖北省,420000,十堰市,420300,竹山县,420323,442200
1752,中华人民共和国,湖北省,420000,十堰市,420300,竹溪县,420324,442300
1753,中华人民共和国,湖北省,420000,十堰市,420300,房县,420325,442100
1754,中华人民共和国,湖北省,420000,十堰市,420300,丹江口市,420381,441900
1755,中华人民共和国,湖北省,420000,十堰市,420300,城区,420382,442000
1756,中华人民共和国,湖北省,420000,十堰市,420300,其它区,420383,442000
1757,中华人民共和国,湖北省,420000,宜昌市,420500,西陵区,420502,443000
1758,中华人民共和国,湖北省,420000,宜昌市,420500,伍家岗区,420503,443001
1759,中华人民共和国,湖北省,420000,宜昌市,420500,点军区,420504,443006
1760,中华人民共和国,湖北省,420000,宜昌市,420500,猇亭区,420505,443007
1761,中华人民共和国,湖北省,420000,宜昌市,420500,夷陵区,420506,443100
1762,中华人民共和国,湖北省,420000,宜昌市,420500,远安县,420525,444200
1763,中华人民共和国,湖北省,420000,宜昌市,420500,兴山县,420526,443700
1764,中华人民共和国,湖北省,420000,宜昌市,420500,秭归县,420527,443600
1765,中华人民共和国,湖北省,420000,宜昌市,420500,长阳土家族自治县,420528,443500
1766,中华人民共和国,湖北省,420000,宜昌市,420500,五峰土家族自治县,420529,443400
1767,中华人民共和国,湖北省,420000,宜昌市,420500,葛洲坝区,420551,443000
1768,中华人民共和国,湖北省,420000,宜昌市,420500,开发区,420552,443000
1769,中华人民共和国,湖北省,420000,宜昌市,420500,宜都市,420581,443300
1770,中华人民共和国,湖北省,420000,宜昌市,420500,当阳市,420582,444100
1771,中华人民共和国,湖北省,420000,宜昌市,420500,枝江市,420583,443200
1772,中华人民共和国,湖北省,420000,宜昌市,420500,其它区,420584,443000
1773,中华人民共和国,湖北省,420000,襄樊市,420600,襄城区,420602,441021
1774,中华人民共和国,湖北省,420000,襄樊市,420600,樊城区,420606,441001
1775,中华人民共和国,湖北省,420000,襄樊市,420600,襄阳区,420607,441100
1776,中华人民共和国,湖北省,420000,襄樊市,420600,南漳县,420624,441500
1777,中华人民共和国,湖北省,420000,襄樊市,420600,谷城县,420625,441700
1778,中华人民共和国,湖北省,420000,襄樊市,420600,保康县,420626,441600
1779,中华人民共和国,湖北省,420000,襄樊市,420600,老河口市,420682,441800
1780,中华人民共和国,湖北省,420000,襄樊市,420600,枣阳市,420683,441200
1781,中华人民共和国,湖北省,420000,襄樊市,420600,宜城市,420684,441400
1782,中华人民共和国,湖北省,420000,襄樊市,420600,其它区,420685,441000
1783,中华人民共和国,湖北省,420000,鄂州市,420700,梁子湖区,420702,436064
1784,中华人民共和国,湖北省,420000,鄂州市,420700,华容区,420703,436030
1785,中华人民共和国,湖北省,420000,鄂州市,420700,鄂城区,420704,436000
1786,中华人民共和国,湖北省,420000,鄂州市,420700,其它区,420705,436000
1787,中华人民共和国,湖北省,420000,荆门市,420800,东宝区,420802,448004
1788,中华人民共和国,湖北省,420000,荆门市,420800,掇刀区,420804,448124
1789,中华人民共和国,湖北省,420000,荆门市,420800,京山县,420821,431800
1790,中华人民共和国,湖北省,420000,荆门市,420800,沙洋县,420822,448200
1791,中华人民共和国,湖北省,420000,荆门市,420800,钟祥市,420881,431900
1792,中华人民共和国,湖北省,420000,荆门市,420800,其它区,420882,448000
1793,中华人民共和国,湖北省,420000,孝感市,420900,孝南区,420902,432100
1794,中华人民共和国,湖北省,420000,孝感市,420900,孝昌县,420921,432900
1795,中华人民共和国,湖北省,420000,孝感市,420900,大悟县,420922,432800
1796,中华人民共和国,湖北省,420000,孝感市,420900,云梦县,420923,432500
1797,中华人民共和国,湖北省,420000,孝感市,420900,应城市,420981,432400
1798,中华人民共和国,湖北省,420000,孝感市,420900,安陆市,420982,432600
1799,中华人民共和国,湖北省,420000,孝感市,420900,汉川市,420984,431600
1800,中华人民共和国,湖北省,420000,孝感市,420900,其它区,420985,432000
1801,中华人民共和国,湖北省,420000,荆州市,421000,沙市区,421002,434000
1802,中华人民共和国,湖北省,420000,荆州市,421000,荆州区,421003,434020
1803,中华人民共和国,湖北省,420000,荆州市,421000,公安县,421022,434300
1804,中华人民共和国,湖北省,420000,荆州市,421000,监利县,421023,433300
1805,中华人民共和国,湖北省,420000,荆州市,421000,江陵县,421024,434100
1806,中华人民共和国,湖北省,420000,荆州市,421000,石首市,421081,434400
1807,中华人民共和国,湖北省,420000,荆州市,421000,洪湖市,421083,433200
1808,中华人民共和国,湖北省,420000,荆州市,421000,松滋市,421087,434200
1809,中华人民共和国,湖北省,420000,荆州市,421000,其它区,421088,434000
1810,中华人民共和国,湖北省,420000,黄冈市,421100,黄州区,421102,438000
1811,中华人民共和国,湖北省,420000,黄冈市,421100,团风县,421121,438000
1812,中华人民共和国,湖北省,420000,黄冈市,421100,红安县,421122,431500
1813,中华人民共和国,湖北省,420000,黄冈市,421100,罗田县,421123,438600
1814,中华人民共和国,湖北省,420000,黄冈市,421100,英山县,421124,438700
1815,中华人民共和国,湖北省,420000,黄冈市,421100,浠水县,421125,438200
1816,中华人民共和国,湖北省,420000,黄冈市,421100,蕲春县,421126,436300
1817,中华人民共和国,湖北省,420000,黄冈市,421100,黄梅县,421127,435500
1818,中华人民共和国,湖北省,420000,黄冈市,421100,麻城市,421181,438300
1819,中华人民共和国,湖北省,420000,黄冈市,421100,武穴市,421182,435400
1820,中华人民共和国,湖北省,420000,黄冈市,421100,其它区,421183,438000
1821,中华人民共和国,湖北省,420000,咸宁市,421200,咸安区,421202,437000
1822,中华人民共和国,湖北省,420000,咸宁市,421200,嘉鱼县,421221,437200
1823,中华人民共和国,湖北省,420000,咸宁市,421200,通城县,421222,437400
1824,中华人民共和国,湖北省,420000,咸宁市,421200,崇阳县,421223,437500
1825,中华人民共和国,湖北省,420000,咸宁市,421200,通山县,421224,437600
1826,中华人民共和国,湖北省,420000,咸宁市,421200,赤壁市,421281,437300
1827,中华人民共和国,湖北省,420000,咸宁市,421200,温泉城区,421282,437000
1828,中华人民共和国,湖北省,420000,咸宁市,421200,其它区,421283,437000
1829,中华人民共和国,湖北省,420000,随州市,421300,曾都区,421302,441300
1830,中华人民共和国,湖北省,420000,随州市,421300,随县,421321,441300
1831,中华人民共和国,湖北省,420000,随州市,421300,广水市,421381,432700
1832,中华人民共和国,湖北省,420000,随州市,421300,其它区,421382,441300
1833,中华人民共和国,湖北省,420000,恩施土家族苗族自治州,422800,恩施市,422801,445000
1834,中华人民共和国,湖北省,420000,恩施土家族苗族自治州,422800,利川市,422802,445400
1835,中华人民共和国,湖北省,420000,恩施土家族苗族自治州,422800,建始县,422822,445300
1836,中华人民共和国,湖北省,420000,恩施土家族苗族自治州,422800,巴东县,422823,444300
1837,中华人民共和国,湖北省,420000,恩施土家族苗族自治州,422800,宣恩县,422825,445500
1838,中华人民共和国,湖北省,420000,恩施土家族苗族自治州,422800,咸丰县,422826,445600
1839,中华人民共和国,湖北省,420000,恩施土家族苗族自治州,422800,来凤县,422827,445700
1840,中华人民共和国,湖北省,420000,恩施土家族苗族自治州,422800,鹤峰县,422828,445800
1841,中华人民共和国,湖北省,420000,恩施土家族苗族自治州,422800,其它区,422829,445000
1842,中华人民共和国,湖北省,420000,省直辖县,429000,仙桃市,429004,433000
1843,中华人民共和国,湖北省,420000,省直辖县,429000,潜江市,429005,433100
1844,中华人民共和国,湖北省,420000,省直辖县,429000,天门市,429006,431700
1845,中华人民共和国,湖北省,420000,省直辖县,429000,神农架林区,429021,442400
1846,中华人民共和国,湖南省,430000,长沙市,430100,芙蓉区,430102,410006
1847,中华人民共和国,湖南省,430000,长沙市,430100,天心区,430103,410002
1848,中华人民共和国,湖南省,430000,长沙市,430100,岳麓区,430104,410006
1849,中华人民共和国,湖南省,430000,长沙市,430100,开福区,430105,410005
1850,中华人民共和国,湖南省,430000,长沙市,430100,雨花区,430111,410007
1851,中华人民共和国,湖南省,430000,长沙市,430100,长沙县,430121,410100
1852,中华人民共和国,湖南省,430000,长沙市,430100,望城县,430122,410200
1853,中华人民共和国,湖南省,430000,长沙市,430100,宁乡县,430124,410600
1854,中华人民共和国,湖南省,430000,长沙市,430100,浏阳市,430181,410300
1855,中华人民共和国,湖南省,430000,长沙市,430100,其它区,430182,410000
1856,中华人民共和国,湖南省,430000,株洲市,430200,荷塘区,430202,412000
1857,中华人民共和国,湖南省,430000,株洲市,430200,芦淞区,430203,412000
1858,中华人民共和国,湖南省,430000,株洲市,430200,石峰区,430204,412005
1859,中华人民共和国,湖南省,430000,株洲市,430200,天元区,430211,412000
1860,中华人民共和国,湖南省,430000,株洲市,430200,株洲县,430221,412100
1861,中华人民共和国,湖南省,430000,株洲市,430200,攸县,430223,412300
1862,中华人民共和国,湖南省,430000,株洲市,430200,茶陵县,430224,412400
1863,中华人民共和国,湖南省,430000,株洲市,430200,炎陵县,430225,412500
1864,中华人民共和国,湖南省,430000,株洲市,430200,醴陵市,430281,412200
1865,中华人民共和国,湖南省,430000,株洲市,430200,其它区,430282,412000
1866,中华人民共和国,湖南省,430000,湘潭市,430300,雨湖区,430302,411100
1867,中华人民共和国,湖南省,430000,湘潭市,430300,岳塘区,430304,411101
1868,中华人民共和国,湖南省,430000,湘潭市,430300,湘潭县,430321,411200
1869,中华人民共和国,湖南省,430000,湘潭市,430300,湘乡市,430381,411400
1870,中华人民共和国,湖南省,430000,湘潭市,430300,韶山市,430382,411300
1871,中华人民共和国,湖南省,430000,湘潭市,430300,其它区,430383,411100
1872,中华人民共和国,湖南省,430000,衡阳市,430400,珠晖区,430405,421002
1873,中华人民共和国,湖南省,430000,衡阳市,430400,雁峰区,430406,421001
1874,中华人民共和国,湖南省,430000,衡阳市,430400,石鼓区,430407,421001
1875,中华人民共和国,湖南省,430000,衡阳市,430400,蒸湘区,430408,421001
1876,中华人民共和国,湖南省,430000,衡阳市,430400,南岳区,430412,421900
1877,中华人民共和国,湖南省,430000,衡阳市,430400,衡阳县,430421,421200
1878,中华人民共和国,湖南省,430000,衡阳市,430400,衡南县,430422,421100
1879,中华人民共和国,湖南省,430000,衡阳市,430400,衡山县,430423,421300
1880,中华人民共和国,湖南省,430000,衡阳市,430400,衡东县,430424,421400
1881,中华人民共和国,湖南省,430000,衡阳市,430400,祁东县,430426,421600
1882,中华人民共和国,湖南省,430000,衡阳市,430400,耒阳市,430481,421800
1883,中华人民共和国,湖南省,430000,衡阳市,430400,常宁市,430482,421500
1884,中华人民共和国,湖南省,430000,衡阳市,430400,其它区,430483,421200
1885,中华人民共和国,湖南省,430000,邵阳市,430500,双清区,430502,422001
1886,中华人民共和国,湖南省,430000,邵阳市,430500,大祥区,430503,422000
1887,中华人民共和国,湖南省,430000,邵阳市,430500,北塔区,430511,422001
1888,中华人民共和国,湖南省,430000,邵阳市,430500,邵东县,430521,422800
1889,中华人民共和国,湖南省,430000,邵阳市,430500,新邵县,430522,422900
1890,中华人民共和国,湖南省,430000,邵阳市,430500,邵阳县,430523,422100
1891,中华人民共和国,湖南省,430000,邵阳市,430500,隆回县,430524,422200
1892,中华人民共和国,湖南省,430000,邵阳市,430500,洞口县,430525,422300
1893,中华人民共和国,湖南省,430000,邵阳市,430500,绥宁县,430527,422600
1894,中华人民共和国,湖南省,430000,邵阳市,430500,新宁县,430528,422700
1895,中华人民共和国,湖南省,430000,邵阳市,430500,城步苗族自治县,430529,422500
1896,中华人民共和国,湖南省,430000,邵阳市,430500,武冈市,430581,422400
1897,中华人民共和国,湖南省,430000,邵阳市,430500,其它区,430582,422000
1898,中华人民共和国,湖南省,430000,岳阳市,430600,岳阳楼区,430602,414000
1899,中华人民共和国,湖南省,430000,岳阳市,430600,云溪区,430603,414003
1900,中华人民共和国,湖南省,430000,岳阳市,430600,君山区,430611,414005
1901,中华人民共和国,湖南省,430000,岳阳市,430600,岳阳县,430621,414100
1902,中华人民共和国,湖南省,430000,岳阳市,430600,华容县,430623,414200
1903,中华人民共和国,湖南省,430000,岳阳市,430600,湘阴县,430624,414600
1904,中华人民共和国,湖南省,430000,岳阳市,430600,平江县,430626,410400
1905,中华人民共和国,湖南省,430000,岳阳市,430600,汨罗市,430681,414400
